KAN_CODE,CLS_NM_1,CLS_NM_2,CLS_NM_3,CLS_NM_4
07281110,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,카메라제습용품
07281111,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,파인더
07281112,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,포커싱스크린
07281113,디지털/가전,카메라/캠코더용품,카메라/캠코더 관련용품,핫슈커버
07281201,디지털/가전,카메라/캠코더용품,카메라렌즈,광각렌즈
07281202,디지털/가전,카메라/캠코더용품,카메라렌즈,망원렌즈
07281203,디지털/가전,카메라/캠코더용품,카메라렌즈,어안렌즈
07281204,디지털/가전,카메라/캠코더용품,카메라렌즈,컨버젼렌즈
07281205,디지털/가전,카메라/캠코더용품,카메라렌즈,표준렌즈
07289999,디지털/가전,카메라/캠코더용품,기타카메라/캠코더용품,기타카메라/캠코더용품
07290101,디지털/가전,가전주변기기,가전부품/코드류,전기코드류
07290102,디지털/가전,가전주변기기,가전부품/코드류,전기배선기구
07290104,디지털/가전,가전주변기기,가전부품/코드류,충전기
07290105,디지털/가전,가전주변기기,가전부품/코드류,변압기
07290199,디지털/가전,가전주변기기,가전부품/코드류,기타가전부품/코드류
07299999,디지털/가전,가전주변기기,기타가전주변기기,기타가전주변기기
07300101,디지털/가전,자동차기기,내비게이션/액세서리,내비게이션
07300102,디지털/가전,자동차기기,내비게이션/액세서리,내비게이션액세서리
07300201,디지털/가전,자동차기기,블랙박스/액세서리,블랙박스
07300301,디지털/가전,자동차기기,하이패스/GPS,차량용GPS
07300303,디지털/가전,자동차기기,하이패스/GPS,하이패스
07300401,디지털/가전,자동차기기,헤드유닛,CD/DVD체인저
07300402,디지털/가전,자동차기기,헤드유닛,CD/MP3플레이어
07300403,디지털/가전,자동차기기,헤드유닛,DVD플레이어
07999999,디지털/가전,기타디지털/가전,기타디지털/가전,기타디지털/가전
08010101,가구/인테리어,거실가구,소파,가죽소파
08010102,가구/인테리어,거실가구,소파,리클라이너소파
08010103,가구/인테리어,거실가구,소파,벤치소파
08010104,가구/인테리어,거실가구,소파,빈백
08010105,가구/인테리어,거실가구,소파,소파베드
08010106,가구/인테리어,거실가구,소파,수납소파
08010107,가구/인테리어,거실가구,소파,인조가죽소파
08010108,가구/인테리어,거실가구,소파,좌식소파
08010109,가구/인테리어,거실가구,소파,패브릭소파
08010199,가구/인테리어,거실가구,소파,기타소파
08010201,가구/인테리어,거실가구,테이블,거실테이블
08010202,가구/인테리어,거실가구,테이블,다용도테이블
08010299,가구/인테리어,거실가구,테이블,기타테이블
08010301,가구/인테리어,거실가구,의자,간이/접이식의자
08010302,가구/인테리어,거실가구,의자,목받침의자
08010303,가구/인테리어,거실가구,의자,스툴
08010304,가구/인테리어,거실가구,의자,안락의자
08010305,가구/인테리어,거실가구,의자,의자발받침대
08010306,가구/인테리어,거실가구,의자,인테리어의자
08010307,가구/인테리어,거실가구,의자,일반의자
08010308,가구/인테리어,거실가구,의자,좌식의자
08010399,가구/인테리어,거실가구,의자,기타의자
08010401,가구/인테리어,거실가구,책상,2인용 책상
08010402,가구/인테리어,거실가구,책상,h형 책상
08010403,가구/인테리어,거실가구,책상,독서실책상
08010404,가구/인테리어,거실가구,책상,삼나무/원목책상
08010405,가구/인테리어,거실가구,책상,일자형 책상
08010406,가구/인테리어,거실가구,책상,좌식책상
08010407,가구/인테리어,거실가구,책상,컴퓨터책상
08010408,가구/인테리어,거실가구,책상,코너형책상
08010499,가구/인테리어,거실가구,책상,기타책상
08020101,가구/인테리어,장식가구,수납가구,책장
08020102,가구/인테리어,장식가구,수납가구,헹거
08020103,가구/인테리어,장식가구,수납가구,장롱/옷장
08020104,가구/인테리어,장식가구,수납가구,서랍장
08020105,가구/인테리어,장식가구,수납가구,신발장
08020106,가구/인테리어,장식가구,수납가구,수납장
08020107,가구/인테리어,장식가구,수납가구,진열장
08020108,가구/인테리어,장식가구,수납가구,선반
08020109,가구/인테리어,장식가구,수납가구,장식장
08020199,가구/인테리어,장식가구,수납가구,기타수납/장식가구
08030101,가구/인테리어,아동/주니어가구,책상/의자/책장,의자
08030102,가구/인테리어,아동/주니어가구,책상/의자/책장,책상
08030103,가구/인테리어,아동/주니어가구,책상/의자/책장,책상의자
08030104,가구/인테리어,아동/주니어가구,책상/의자/책장,책상의자세트
08030105,가구/인테리어,아동/주니어가구,책상/의자/책장,책장
08030601,가구/인테리어,아동/주니어가구,침대,벙커침대
08030602,가구/인테리어,아동/주니어가구,침대,이단침대
08030603,가구/인테리어,아동/주니어가구,침대,이층침대
08030604,가구/인테리어,아동/주니어가구,침대,일반침대
08030699,가구/인테리어,아동/주니어가구,침대,기타침대
08040101,가구/인테리어,인테리어소품,조명기구,스탠드(단)
08040102,가구/인테리어,인테리어소품,조명기구,스탠드(장)
08040103,가구/인테리어,인테리어소품,조명기구,거실조명
08040104,가구/인테리어,인테리어소품,조명기구,인테리어조명
08040105,가구/인테리어,인테리어소품,조명기구,전구
08040106,가구/인테리어,인테리어소품,조명기구,형광등
08040199,가구/인테리어,인테리어소품,조명기구,기타조명기구
08040201,가구/인테리어,인테리어소품,장식용품,거울
08040202,가구/인테리어,인테리어소품,장식용품,기타장식용품
08040301,가구/인테리어,인테리어소품,패브릭소품,쿠션
08040302,가구/인테리어,인테리어소품,패브릭소품,가구가전커버/기타거실패브릭
08040401,가구/인테리어,인테리어소품,시계류,알람/탁상시계
08040402,가구/인테리어,인테리어소품,시계류,벽시계
08040499,가구/인테리어,인테리어소품,시계류,기타시계류
08050101,가구/인테리어,주방가구,레인지대,레인지대
08050201,가구/인테리어,주방가구,식탁/의자,레인지대겸용식탁
08050202,가구/인테리어,주방가구,식탁/의자,식탁세트
08050203,가구/인테리어,주방가구,식탁/의자,식탁의자
08050204,가구/인테리어,주방가구,식탁/의자,식탁테이블
08050205,가구/인테리어,주방가구,식탁/의자,아일랜드식탁
08050206,가구/인테리어,주방가구,식탁/의자,아일랜드식탁의자
08050207,가구/인테리어,주방가구,식탁/의자,티테이블
08059999,가구/인테리어,주방가구,기타주방가구,기타주방가구
08060101,가구/인테리어,침구단품,스프레드/매트,스프레드/매트
08060201,가구/인테리어,침구단품,요,요커버
08060202,가구/인테리어,침구단품,요,담요
08060301,가구/인테리어,침구단품,이불커버/차렵이불/홑이불/겹이불,이불커버
08060302,가구/인테리어,침구단품,이불커버/차렵이불/홑이불/겹이불,차렵이불
08060303,가구/인테리어,침구단품,이불커버/차렵이불/홑이불/겹이불,홑이불
08060304,가구/인테리어,침구단품,이불커버/차렵이불/홑이불/겹이불,겹이불
08069999,가구/인테리어,침구단품,기타침구단품,기타침구단품
08070101,가구/인테리어,침구세트,매트커버세트,더블/퀸매트커버세트
08070102,가구/인테리어,침구세트,매트커버세트,슈퍼싱글매트커버세트
08070103,가구/인테리어,침구세트,매트커버세트,싱글매트커버세트
08070104,가구/인테리어,침구세트,매트커버세트,킹매트커버세트
08070199,가구/인테리어,침구세트,매트커버세트,기타매트커버세트
08070201,가구/인테리어,침구세트,요이불세트,1인용
08070202,가구/인테리어,침구세트,요이불세트,2/3인용
08070299,가구/인테리어,침구세트,요이불세트,기타요이불세트
08070301,가구/인테리어,침구세트,이불베개세트,더블/퀸이불베개세트
08070302,가구/인테리어,침구세트,이불베개세트,슈퍼싱글이불베개세트
08070303,가구/인테리어,침구세트,이불베개세트,싱글이불베개세트
08070304,가구/인테리어,침구세트,이불베개세트,킹이불베개세트
08070305,가구/인테리어,침구세트,이불베개세트,더블/퀸이불패드세트
08070306,가구/인테리어,침구세트,이불베개세트,슈퍼싱글이불패드세트
08070307,가구/인테리어,침구세트,이불베개세트,싱글이불패드세트
08070308,가구/인테리어,침구세트,이불베개세트,킹이불패드세트
08070399,가구/인테리어,침구세트,이불베개세트,기타이불패드세트
08070401,가구/인테리어,침구세트,침대커버세트,더블/퀸침대커버세트
08070402,가구/인테리어,침구세트,침대커버세트,슈퍼싱글침대커버세트
08070403,가구/인테리어,침구세트,침대커버세트,싱글침대커버세트
08070404,가구/인테리어,침구세트,침대커버세트,킹침대커버세트
08070499,가구/인테리어,침구세트,침대커버세트,기타침대커버세트
08080101,가구/인테리어,침실가구,매트리스,더블매트리스
08080102,가구/인테리어,침실가구,매트리스,슈퍼싱글매트리스
08080103,가구/인테리어,침실가구,매트리스,싱글매트리스
08080104,가구/인테리어,침실가구,매트리스,퀸매트리스
08080105,가구/인테리어,침실가구,매트리스,킹매트리스
08080199,가구/인테리어,침실가구,매트리스,기타매트리스
08080301,가구/인테리어,침실가구,장롱/붙박이장,옷장
08080302,가구/인테리어,침실가구,장롱/붙박이장,장롱
08080399,가구/인테리어,침실가구,장롱/붙박이장,기타장롱/붙박이장
08080401,가구/인테리어,침실가구,침대,더블침대
08080402,가구/인테리어,침실가구,침대,돌침대
08080403,가구/인테리어,침실가구,침대,베드벤치
08080404,가구/인테리어,침실가구,침대,슈퍼싱글침대
08080405,가구/인테리어,침실가구,침대,싱글침대
08080406,가구/인테리어,침실가구,침대,이단침대
08080407,가구/인테리어,침실가구,침대,이층침대
08080408,가구/인테리어,침실가구,침대,접이식침대
08080409,가구/인테리어,침실가구,침대,침대프레임
08080410,가구/인테리어,침실가구,침대,퀸침대
08080411,가구/인테리어,침실가구,침대,킹침대
08080412,가구/인테리어,침실가구,침대,패밀리침대
08080413,가구/인테리어,침실가구,침대,흙침대
08080499,가구/인테리어,침실가구,침대,기타침대
08080501,가구/인테리어,침실가구,화장대,일반화장대
08080599,가구/인테리어,침실가구,화장대,기타화장대
08090101,가구/인테리어,커튼/블라인드,로만세이드/롤스크린/로만세트,로만셰이드
08090102,가구/인테리어,커튼/블라인드,로만세이드/롤스크린/로만세트,롤스크린
08090103,가구/인테리어,커튼/블라인드,로만세이드/롤스크린/로만세트,블라인드
08090104,가구/인테리어,커튼/블라인드,로만세이드/롤스크린/로만세트,커튼/로만세트
08090201,가구/인테리어,커튼/블라인드,커튼,거실/창문용커튼
08090202,가구/인테리어,커튼/블라인드,커튼,암막커튼
08090203,가구/인테리어,커튼/블라인드,커튼,커튼링/봉
08099999,가구/인테리어,커튼/블라인드,기타 커튼/블라인드,기타 커튼/블라인드
08100107,가구/인테리어,DIY용품,도장용품,포장용필름
08100108,가구/인테리어,DIY용품,도장용품,철물용품
08100109,가구/인테리어,DIY용품,도장용품,자물쇠/보조키/도어락
08100110,가구/인테리어,DIY용품,도장용품,도장용구
08100199,가구/인테리어,DIY용품,도장용품,기타공구/도장용품
08100201,가구/인테리어,DIY용품,건축/도장재료,건축/금구
08100202,가구/인테리어,DIY용품,건축/도장재료,목재
08100203,가구/인테리어,DIY용품,건축/도장재료,기초재/기초재용품
08100204,가구/인테리어,DIY용품,건축/도장재료,페인트/페인트도구
08100205,가구/인테리어,DIY용품,건축/도장재료,착색용락카스프레이
08100206,가구/인테리어,DIY용품,건축/도장재료,접착제/테이프
08100207,가구/인테리어,DIY용품,건축/도장재료,보수제/왁스/방청유
08100208,가구/인테리어,DIY용품,건축/도장재료,문풍지
08100209,가구/인테리어,DIY용품,건축/도장재료,방충망시트
08100210,가구/인테리어,DIY용품,건축/도장재료,보수용품
08100211,가구/인테리어,DIY용품,건축/도장재료,타일
08100299,가구/인테리어,DIY용품,건축/도장재료,기타건축/도장재료
08100301,가구/인테리어,DIY용품,가스/수도부품,가스부품
08100302,가구/인테리어,DIY용품,가스/수도부품,수도부품
08100401,가구/인테리어,DIY용품,벽재/바닥재,시트류
08100402,가구/인테리어,DIY용품,벽재/바닥재,벽지
08100403,가구/인테리어,DIY용품,벽재/바닥재,장판
08100404,가구/인테리어,DIY용품,벽재/바닥재,폼블럭
08100407,가구/인테리어,DIY용품,벽재/바닥재,도배용품
08100499,가구/인테리어,DIY용품,벽재/바닥재,기타벽재/바닥재
08100501,가구/인테리어,DIY용품,안전/보호용품,소화기/비상등/경보기
08100502,가구/인테리어,DIY용품,안전/보호용품,모서리충격방지/코너매트
08100503,가구/인테리어,DIY용품,안전/보호용품,안전카드/문보호패드
08100504,가구/인테리어,DIY용품,안전/보호용품,안전문닫힘/손잡이
08100505,가구/인테리어,DIY용품,안전/보호용품,넌슬립보드/의자발캡
08100506,가구/인테리어,DIY용품,안전/보호용품,장갑류
08100507,가구/인테리어,DIY용품,안전/보호용품,황사/위생/방진마스크
08100508,가구/인테리어,DIY용품,안전/보호용품,미끄럼방지매트
08100599,가구/인테리어,DIY용품,안전/보호용품,기타안전/보호용품
08110201,가구/인테리어,원예용품,원예재료,생화/조화
08110202,가구/인테리어,원예용품,원예재료,용토
08110203,가구/인테리어,원예용품,원예재료,씨앗/모종
08110204,가구/인테리어,원예용품,원예재료,비료/식물영양제
08110205,가구/인테리어,원예용품,원예재료,원예용살충제
08110206,가구/인테리어,원예용품,원예재료,작물보호제
08110207,가구/인테리어,원예용품,원예재료,화분/화분받침대
08110299,가구/인테리어,원예용품,원예재료,기타원예재료
08999999,가구/인테리어,기타인테리어,기타인테리어,기타인테리어
09010101,의류,패션의류,여성의류,원피스
09010102,의류,패션의류,여성의류,투피스
09010103,의류,패션의류,여성의류,코트
09010104,의류,패션의류,여성의류,재킷
09010105,의류,패션의류,여성의류,바지
09010106,의류,패션의류,여성의류,스커트
09010107,의류,패션의류,여성의류,브라우스/셔츠
09010108,의류,패션의류,여성의류,모피의류
09010109,의류,패션의류,여성의류,피혁의류
09010110,의류,패션의류,여성의류,셔츠/남방
09010111,의류,패션의류,여성의류,점퍼
09010112,의류,패션의류,여성의류,카디건
09010113,의류,패션의류,여성의류,스웨터/니트
09010114,의류,패션의류,여성의류,청바지
09010115,의류,패션의류,여성의류,티셔츠
09010116,의류,패션의류,여성의류,레깅스
09010117,의류,패션의류,여성의류,조끼
09010118,의류,패션의류,여성의류,트레이닝복
09010119,의류,패션의류,여성의류,임부복
09010199,의류,패션의류,여성의류,기타여성의류
09010201,의류,패션의류,남성의류,남성정장세트
09010202,의류,패션의류,남성의류,남성정장재킷
09010203,의류,패션의류,남성의류,남성정장바지
09010204,의류,패션의류,남성의류,코트
09010205,의류,패션의류,남성의류,남성와이셔츠
09010206,의류,패션의류,남성의류,케주얼바지
09010207,의류,패션의류,남성의류,남방/셔츠
09010208,의류,패션의류,남성의류,점퍼
09010209,의류,패션의류,남성의류,재킷
09010210,의류,패션의류,남성의류,카디건
09010211,의류,패션의류,남성의류,스웨터/니트
09010212,의류,패션의류,남성의류,청바지
09010213,의류,패션의류,남성의류,조끼
09010214,의류,패션의류,남성의류,티셔츠
09010215,의류,패션의류,남성의류,트레이닝복
09010216,의류,패션의류,남성의류,남성피혁의류
09010299,의류,패션의류,남성의류,기타남성의류
09020101,의류,유아동의류,유아동의류,셔츠/남방
09020102,의류,유아동의류,유아동의류,점퍼
09020103,의류,유아동의류,유아동의류,재킷
09020104,의류,유아동의류,유아동의류,카디건
09020105,의류,유아동의류,유아동의류,니트/스웨터
09020106,의류,유아동의류,유아동의류,청바지
09020107,의류,유아동의류,유아동의류,코트
09020108,의류,유아동의류,유아동의류,트레이닝복
09020109,의류,유아동의류,유아동의류,티셔츠
09020110,의류,유아동의류,유아동의류,바지
09020111,의류,유아동의류,유아동의류,등산복
09020112,의류,유아동의류,유아동의류,레깅스
09020113,의류,유아동의류,유아동의류,블라우스
09020114,의류,유아동의류,유아동의류,스커트
09020115,의류,유아동의류,유아동의류,원피스
09020116,의류,유아동의류,유아동의류,조끼
09020117,의류,유아동의류,유아동의류,유아동파티복/드레스
09020199,의류,유아동의류,유아동의류,기타유아동의류
09030101,의류,홈웨어,파자마,파자마
09030201,의류,홈웨어,실내복,실내복
09030301,의류,홈웨어,가운,가운
09030401,의류,홈웨어,잠옷,잠옷
09039999,의류,홈웨어,기타홈웨어,기타홈웨어
09040101,의류,한복,유아동한복/성인한복/한복신발,유아동한복
09040102,의류,한복,유아동한복/성인한복/한복신발,성인한복
09040103,의류,한복,유아동한복/성인한복/한복신발,한복신발
09050101,의류,스포츠웨어,트레이닝복,트레이닝복
09050201,의류,스포츠웨어,스포츠용재킷/점퍼,스포츠용재킷/점퍼
09050301,의류,스포츠웨어,스포츠용조끼,스포츠용조끼
09050401,의류,스포츠웨어,스포츠용티셔츠,스포츠용티셔츠
09050501,의류,스포츠웨어,스포츠용바지,스포츠용바지
09050601,의류,스포츠웨어,기능성스포츠웨어,기능성스포츠웨어
09059999,의류,스포츠웨어,기타스포츠웨어,기타스포츠웨어
09068801,의류,의류세트류,의류세트류,의류세트류
09070101,의류,언더웨어,여성언더웨어,브래지어
09070102,의류,언더웨어,여성언더웨어,거들/올인원/기타보정속옷
09070103,의류,언더웨어,여성언더웨어,여성팬티
09070104,의류,언더웨어,여성언더웨어,여성런닝셔츠/케미솔/슬립
09070105,의류,언더웨어,여성언더웨어,여성내의
09070201,의류,언더웨어,남성언더웨어,남성팬티
09070202,의류,언더웨어,남성언더웨어,남성런닝셔츠
09070203,의류,언더웨어,남성언더웨어,남성내의
09070301,의류,언더웨어,유아동/주니어언더웨어,유아동/주니어팬티
09070302,의류,언더웨어,유아동/주니어언더웨어,유아동/주니어런닝셔츠
09070303,의류,언더웨어,유아동/주니어언더웨어,유아동/주니어내의
09070401,의류,언더웨어,언더웨어세트류,여성언더웨어세트류
09070402,의류,언더웨어,언더웨어세트류,남성언더웨어세트류
09070403,의류,언더웨어,언더웨어세트류,유아동언더웨어세트류
09999999,의류,기타의류,기타의류,기타의류
10010101,전문스포츠/레저,골프,골프공/로스트볼,골프공
10010102,전문스포츠/레저,골프,골프공/로스트볼,로스트볼
10010202,전문스포츠/레저,골프,골프백,골프백세트
10010203,전문스포츠/레저,골프,골프백,골프파우치
10010204,전문스포츠/레저,골프,골프백,보스턴백
10010205,전문스포츠/레저,골프,골프백,캐디백
10010206,전문스포츠/레저,골프,골프백,하프백
10010207,전문스포츠/레저,골프,골프백,항공커버
10010301,전문스포츠/레저,골프,골프의류,니트
10010302,전문스포츠/레저,골프,골프의류,바지
10010303,전문스포츠/레저,골프,골프의류,상하세트
10010304,전문스포츠/레저,골프,골프의류,스커트
10010305,전문스포츠/레저,골프,골프의류,원피스
10010306,전문스포츠/레저,골프,골프의류,재킷
10010307,전문스포츠/레저,골프,골프의류,점퍼
10010308,전문스포츠/레저,골프,골프의류,조끼
10010309,전문스포츠/레저,골프,골프의류,티셔츠
10010401,전문스포츠/레저,골프,골프잡화,모자
10010402,전문스포츠/레저,골프,골프잡화,스파이크
10010403,전문스포츠/레저,골프,골프잡화,양말
10010404,전문스포츠/레저,골프,골프잡화,장갑
10010499,전문스포츠/레저,골프,골프잡화,기타골프잡화
10010501,전문스포츠/레저,골프,골프클럽,드라이버
10010502,전문스포츠/레저,골프,골프클럽,아이언
10010503,전문스포츠/레저,골프,골프클럽,연습용클럽
10010504,전문스포츠/레저,골프,골프클럽,웨지
10010505,전문스포츠/레저,골프,골프클럽,주니어용클럽
10010506,전문스포츠/레저,골프,골프클럽,치퍼
10010507,전문스포츠/레저,골프,골프클럽,퍼터
10010508,전문스포츠/레저,골프,골프클럽,페어웨이우드
10010509,전문스포츠/레저,골프,골프클럽,풀세트
10010510,전문스포츠/레저,골프,골프클럽,피팅헤드/샤프트
10010511,전문스포츠/레저,골프,골프클럽,하이브리드/유틸리티
10010601,전문스포츠/레저,골프,골프필드용품,거리측정기
10010602,전문스포츠/레저,골프,골프필드용품,우산
10010699,전문스포츠/레저,골프,골프필드용품,기타골프필드용품
10010701,전문스포츠/레저,골프,골프용품,골프화
10010799,전문스포츠/레저,골프,골프용품,기타골프용품
10020101,전문스포츠/레저,야구,야구용품,글러브
10020102,전문스포츠/레저,야구,야구용품,야구공
10020103,전문스포츠/레저,야구,야구용품,야구배트
10020104,전문스포츠/레저,야구,야구용품,야구의류
10020105,전문스포츠/레저,야구,야구용품,야구화
10020199,전문스포츠/레저,야구,야구용품,기타야구용품
10030101,전문스포츠/레저,배드민턴,배드민턴용품,배드민턴가방
10030102,전문스포츠/레저,배드민턴,배드민턴용품,배드민턴화
10030103,전문스포츠/레저,배드민턴,배드민턴용품,셔틀콕
10030104,전문스포츠/레저,배드민턴,배드민턴용품,배드민턴라켓
10030199,전문스포츠/레저,배드민턴,배드민턴용품,기타배드민턴용품
10040101,전문스포츠/레저,격투기/복싱,격투기/복싱용품,글러브
10040102,전문스포츠/레저,격투기/복싱,격투기/복싱용품,미트
10040103,전문스포츠/레저,격투기/복싱,격투기/복싱용품,샌드백
10040199,전문스포츠/레저,격투기/복싱,격투기/복싱용품,기타권투용품
10050101,전문스포츠/레저,축구,축구용품,축구공
10050102,전문스포츠/레저,축구,축구용품,축구의류
10050103,전문스포츠/레저,축구,축구용품,축구화
10050104,전문스포츠/레저,축구,축구용품,풋살화
10050199,전문스포츠/레저,축구,축구용품,기타축구용품
10060101,전문스포츠/레저,농구,농구용품,농구공
10060102,전문스포츠/레저,농구,농구용품,농구화
10060199,전문스포츠/레저,농구,농구용품,기타농구용품
10070101,전문스포츠/레저,배구,배구용품,배구공
10070102,전문스포츠/레저,배구,배구용품,배구화
10070199,전문스포츠/레저,배구,배구용품,기타배구용품
10080101,전문스포츠/레저,탁구,탁구용품,탁구공
10080102,전문스포츠/레저,탁구,탁구용품,탁구대
10080103,전문스포츠/레저,탁구,탁구용품,탁구의류
10080104,전문스포츠/레저,탁구,탁구용품,탁구라켓
10080105,전문스포츠/레저,탁구,탁구용품,탁구용품세트
10080199,전문스포츠/레저,탁구,탁구용품,기타탁구용품
10090101,전문스포츠/레저,테니스/스쿼시,스쿼시,라켓
10090201,전문스포츠/레저,테니스/스쿼시,테니스,그립
10090202,전문스포츠/레저,테니스/스쿼시,테니스,테니스가방
10099999,전문스포츠/레저,테니스/스쿼시,기타테니스/스쿼시용품,기타테니스/스쿼시용품
10100101,전문스포츠/레저,당구,당구용품,당구채
10100102,전문스포츠/레저,당구,당구용품,당구볼/포켓볼
10100103,전문스포츠/레저,당구,당구용품,당구대
10100199,전문스포츠/레저,당구,당구용품,기타당구용품
10110101,전문스포츠/레저,하키,하키용품,하키채
10110102,전문스포츠/레저,하키,하키용품,하키복
10110103,전문스포츠/레저,하키,하키용품,하키용스케이트
10110199,전문스포츠/레저,하키,하키용품,기타하키용품
10120101,전문스포츠/레저,럭비,럭비용품,럭비볼
10120102,전문스포츠/레저,럭비,럭비용품,럭비복
10120199,전문스포츠/레저,럭비,럭비용품,기타럭비용품
10130101,전문스포츠/레저,볼링,볼링용품,볼링볼
10130102,전문스포츠/레저,볼링,볼링용품,볼링화
10130103,전문스포츠/레저,볼링,볼링용품,볼링가방
10130199,전문스포츠/레저,볼링,볼링용품,기타볼링용품
10140101,전문스포츠/레저,수영,남성수영복,남성사각
10140102,전문스포츠/레저,수영,남성수영복,반신수영복
10140103,전문스포츠/레저,수영,남성수영복,전신수영복
10140199,전문스포츠/레저,수영,남성수영복,기타남성수영복
10140201,전문스포츠/레저,수영,비치웨어,상의
10140202,전문스포츠/레저,수영,비치웨어,상하세트
10140203,전문스포츠/레저,수영,비치웨어,스커트
10140204,전문스포츠/레저,수영,비치웨어,원피스
10140205,전문스포츠/레저,수영,비치웨어,커플비치웨어
10140206,전문스포츠/레저,수영,비치웨어,팬츠
10140301,전문스포츠/레저,수영,수영용품,수경/수영모
10140302,전문스포츠/레저,수영,수영용품,수영가방
10140303,전문스포츠/레저,수영,수영용품,오리발
10140304,전문스포츠/레저,수영,수영용품,기타수영용품
10140401,전문스포츠/레저,수영,여성수영복,비키니
10140402,전문스포츠/레저,수영,여성수영복,원피스수영복
10140499,전문스포츠/레저,수영,여성수영복,기타수영복
10190101,전문스포츠/레저,낚시,낚시릴,베이트릴
10190102,전문스포츠/레저,낚시,낚시릴,스피닝릴
10190103,전문스포츠/레저,낚시,낚시릴,전동릴
10190104,전문스포츠/레저,낚시,낚시릴,플라이릴
10190201,전문스포츠/레저,낚시,낚시의류/잡화,낚시복
10190202,전문스포츠/레저,낚시,낚시의류/잡화,낚시조끼
10190299,전문스포츠/레저,낚시,낚시의류/잡화,기타낚시의류/잡화
10190301,전문스포츠/레저,낚시,낚싯대,민물대
10190302,전문스포츠/레저,낚시,낚싯대,민물릴대
10190303,전문스포츠/레저,낚시,낚싯대,바다릴대
10190304,전문스포츠/레저,낚시,낚싯대,바다민장대
10190305,전문스포츠/레저,낚시,낚싯대,플라이로드
10190401,전문스포츠/레저,낚시,낚시가방,낚시가방
10199999,전문스포츠/레저,낚시,기타낚시용품,기타낚시용품
10210101,전문스포츠/레저,등산,등산가방,등산가방
10210201,전문스포츠/레저,등산,등산의류,기능성언더웨어
10210202,전문스포츠/레저,등산,등산의류,긴팔티셔츠
10210203,전문스포츠/레저,등산,등산의류,바지
10210204,전문스포츠/레저,등산,등산의류,반팔티셔츠
10210205,전문스포츠/레저,등산,등산의류,세트
10210206,전문스포츠/레저,등산,등산의류,재킷
10210207,전문스포츠/레저,등산,등산의류,점퍼
10210208,전문스포츠/레저,등산,등산의류,조끼
10210301,전문스포츠/레저,등산,등산잡화,모자
10210302,전문스포츠/레저,등산,등산잡화,양말
10210303,전문스포츠/레저,등산,등산잡화,장갑
10210401,전문스포츠/레저,등산,등산장비,GPS
10210402,전문스포츠/레저,등산,등산장비,나침반
10210404,전문스포츠/레저,등산,등산장비,스틱
10210405,전문스포츠/레저,등산,등산장비,스패츠
10210406,전문스포츠/레저,등산,등산장비,아이젠
10210501,전문스포츠/레저,등산,등산화,등산화
10210699,전문스포츠/레저,등산,등산용품,기타등산용품
10220101,전문스포츠/레저,스키/보드,보드복,상하세트
10220102,전문스포츠/레저,스키/보드,보드복,재킷
10220103,전문스포츠/레저,스키/보드,보드복,조끼
10220104,전문스포츠/레저,스키/보드,보드복,티셔츠
10220105,전문스포츠/레저,스키/보드,보드복,하의
10220106,전문스포츠/레저,스키/보드,보드복,후드티
10220201,전문스포츠/레저,스키/보드,스노보드장비,데크
10220202,전문스포츠/레저,스키/보드,스노보드장비,바인딩
10220203,전문스포츠/레저,스키/보드,스노보드장비,부츠
10220204,전문스포츠/레저,스키/보드,스노보드장비,스노보드세트
10220301,전문스포츠/레저,스키/보드,스키/보드방한용품,귀마개
10220302,전문스포츠/레저,스키/보드,스키/보드방한용품,넥워머
10220303,전문스포츠/레저,스키/보드,스키/보드방한용품,마스크
10220304,전문스포츠/레저,스키/보드,스키/보드방한용품,비니
10220305,전문스포츠/레저,스키/보드,스키/보드방한용품,양말
10220306,전문스포츠/레저,스키/보드,스키/보드방한용품,장갑
10220401,전문스포츠/레저,스키/보드,스키/보드용품,고글
10220402,전문스포츠/레저,스키/보드,스키/보드용품,보호대
10220403,전문스포츠/레저,스키/보드,스키/보드용품,헬멧
10220501,전문스포츠/레저,스키/보드,스키복,상의
10220502,전문스포츠/레저,스키/보드,스키복,상하세트
10220503,전문스포츠/레저,스키/보드,스키복,하의
10220601,전문스포츠/레저,스키/보드,스키장비,부츠
10220602,전문스포츠/레저,스키/보드,스키장비,스키세트
10220603,전문스포츠/레저,스키/보드,스키장비,폴
10220604,전문스포츠/레저,스키/보드,스키장비,플레이트
10229999,전문스포츠/레저,스키/보드,기타스키/보드용품,기타스키/보드용품
10230101,전문스포츠/레저,자전거,자전거/MTB,MTB
10230102,전문스포츠/레저,자전거,자전거/MTB,미니벨로
10230103,전문스포츠/레저,자전거,자전거/MTB,사이클
10230104,전문스포츠/레저,자전거,자전거/MTB,유사MTB
10230105,전문스포츠/레저,자전거,자전거/MTB,일반자전거
10230106,전문스포츠/레저,자전거,자전거/MTB,전기자전거
10230107,전문스포츠/레저,자전거,자전거/MTB,특수자전거
10230108,전문스포츠/레저,자전거,자전거/MTB,하이브리드
10230201,전문스포츠/레저,자전거,헬멧,헬멧
10230301,전문스포츠/레저,자전거,자전거의류/잡화,신발
